Store_ID,Advertising_Budget,Foot_Traffic,Seasonal_Factor,Sales
52,3867.4806648724643,3600.4999324485575,0.7296537571981999,239749.53566345933
93,9132.025990892773,3051.555464390775,1.613901982298885,484812.3679538138
15,1698.7669838990314,3576.1659134984106,1.0345902517974355,115290.29547627142
72,8459.841486276628,512.789691487876,1.3726782892917881,425744.4660760813
61,4140.010675376412,4689.041649671432,0.6493220577633231,251638.04425860767
21,5694.394564102224,999.1410389366292,0.9596175010309198,300454.8145644928
83,8150.370702836416,2328.120931896072,1.2512974124913323,428486.4380935037
87,8959.388923206741,3969.6726661018465,0.8475509872637876,482027.3770324596
75,4103.032780653823,2458.5382310424075,1.3128049145797283,230507.44985389244
75,5156.591331475993,4760.7914825038215,0.8296389710940745,298149.1412313161
88,4730.64458335113,2604.15026824445,1.4751508289758308,268208.73734856304
100,1119.259301535195,4437.227325212021,1.8565315103754714,103706.50804078371
24,3663.4859997279095,4148.726510130219,0.6282329560273572,221787.76366973325
3,5132.703103593057,4914.4383625940745,0.8249240536641296,303490.9179889482
22,4699.842479923958,4669.465013379389,1.7666345408904949,283283.77640853095
53,7497.363047641115,4541.557256207954,1.4473302281629363,415057.95875238616
2,4463.232554989929,3792.2195323376072,0.6180633757138478,257267.95721962606
88,5404.388040736032,2151.4916627069933,1.229525172664243,290853.15821406094
30,4866.47732919127,977.5643835420609,0.8146377725170025,246668.5246611348
38,7665.635340049334,3598.902735189755,0.7986445911051046,417158.83027400705
2,8766.751590882663,4903.943366020842,1.9109680150407855,482393.91221178335
64,5787.001711067627,3769.71996799341,1.6423123221141633,334506.74349933496
60,8104.889747756721,4679.2821617480095,1.5443458902862157,450328.99965319416
21,3671.0801381786555,4119.371208299825,0.8583932256167879,220185.27736698126
33,5872.326491415418,1234.0160380250545,0.6778601495614257,309464.3049380146
76,4107.069583029752,1621.4169676607928,1.806248931928025,218786.46931698988
58,4727.808330146472,2038.3952079305766,0.5088193540136764,251363.7039385848
22,7591.724783314017,1257.1719995210187,1.0821446355515294,396812.0376833111
89,8934.962340994414,3117.4309970285303,0.9164187544420004,476490.00308023125
49,2093.4585197898887,4889.527358607281,1.3555643005232354,158044.41895680106
91,6711.753308386425,3926.5647504627136,0.8757626538287521,374953.19609970605
59,6239.294268200187,2405.240370803578,0.9668080389924619,336856.4726530759
42,2065.735352583387,520.270164411299,1.7750597824897905,111660.37517817845
92,2907.048973960982,1909.7420501218041,1.4047832351067782,161556.68904440413
60,3799.0224525941226,2870.4167946149687,0.7185237909940525,214747.92249999917
80,2502.3796373575133,1959.1289323338676,1.5897073152437473,151037.39668456916
15,3193.565342719076,999.657153607368,0.8111888022198176,172731.6729654036
62,3408.4071897553677,2492.4423058785255,1.1495073951687202,195237.1941143383
62,4021.0644973515364,1639.637676345723,1.46991085525894,221722.08836420364
47,7744.514075210431,4591.545694076756,0.9078943061862309,436023.53810687707
62,6147.209834655407,957.8953782545708,1.0761602220136883,321871.19189481303
51,9876.220047562614,721.1868292611966,1.6012243959562262,495628.9428355318
55,4732.622442707239,523.9137611968792,1.906866430136515,241930.7378315131
64,7784.785664532325,1976.3135801854598,1.2938675854392094,414910.2075455167
3,8843.215792388804,3471.740771903999,0.5149564573349341,485367.3240101321
51,7110.806437342378,3786.861887968067,1.0076956268627457,390930.7886381055
7,4706.7826637574635,2539.677575217754,1.0979515022683017,261751.3261645597
21,7782.351676711776,3579.4789270487,1.0087604300033661,425210.8042849996
73,2833.0042399541635,2119.6131629691354,1.154403291673344,156856.3182071832
39,3947.9694866211917,3505.1279899397764,1.4489993807275996,231301.75507448282
18,5920.167295893599,682.6819338606804,0.6816920404966298,295078.05914775364
4,6178.684485575335,2258.3884305515185,0.9089457633012583,330863.28969033645
89,1199.2732792536651,4058.823549349306,1.2614721290264368,95614.09949805847
60,9506.027698804079,4113.527137065506,0.9733599622699627,517480.9022107238
14,7269.645440956509,3722.6695049406258,1.9866280072030391,399556.8065971562
9,5461.333752087019,1419.0737925643898,1.1471472005562324,285857.77957119804
90,9398.145109674775,1612.4230351878496,1.8046987303883244,494159.53301370936
53,4951.860087257457,4982.399272690305,1.8447647534207967,298139.9958847284
2,9823.920132433346,965.2010324088195,1.7540104995835248,510589.93097277655
84,5610.562815191366,1312.9821450608422,0.5703473614177517,296003.88934853865
92,2028.5719299818152,1085.1181504255967,1.921620097420027,116741.86632246114
60,7883.208752133495,1974.4473365762701,0.6931138431997654,409695.92189905525
71,7110.079525700565,1445.791258552655,0.5516054415714418,366603.8167442134
44,7956.880491750281,2739.5958179649747,1.1215544118598362,425550.61304583127
8,9562.97825853113,2642.0931809605395,0.791951049136784,510793.61112958915
47,7988.403723859163,4556.775287530864,0.7762947944948543,443328.42792139604
35,6502.029419949822,656.3297635015167,0.9317294200642259,324693.8530603739
78,8715.780121247568,1939.458095004935,0.8726084078702823,457348.0604867373
81,7059.2179541907835,3184.960513986906,1.5271931032252297,385435.8330214537
36,4673.071511433308,3221.607928297837,0.7801659599541051,263270.63765994867
50,8970.577878175958,2660.5680305639416,1.314677457795888,473532.19077117747
4,2997.1041470593555,4170.494933665852,1.9796398192152946,187600.71629899312
2,7431.771474178518,782.2497713650646,1.1485736314344333,384260.3199051772
6,8934.071094466814,4169.694945110612,1.4628096631931546,488809.6865920421
54,7581.848677329666,2726.394081960666,1.9540575165948104,407949.5731388668
4,7275.4787714847125,1101.9231278465097,0.7064584970620464,371952.32909107587
54,7773.744646646524,4485.65861093215,1.127910513939574,440450.5367925587
93,5185.497234705799,3421.5295079343355,1.7752886002928812,294949.19796941546
63,8867.536139413234,1235.955590708627,1.8984585241173197,445410.37600272195
18,2830.928276224821,651.4237552956197,1.4018540869383576,150640.93015562042
90,2146.477744003054,1134.9934174969217,0.7151309038103351,117495.24409753743
44,3569.579021066604,3239.590820811771,1.8522073759214825,210425.57529614648
34,5784.196570974938,1306.8330586702182,0.7616698492864138,307398.9478657712
74,5595.056158684043,1515.9338369376264,1.0293167724981778,295560.8677471505
62,8385.38881908928,613.1287659034138,1.0632619666433927,434175.0926317151
100,4641.117907636157,3753.1880250737163,1.170937309808942,270349.92878526205
14,5359.099836623578,4146.6397989174675,1.6852487238964244,307425.3545103368
95,1120.3091493345607,4085.816795474554,1.703216567153727,88147.82899678244
48,4687.653127986452,1074.0566811392791,1.5794826099171713,241849.76999293955
15,6829.968096553079,4564.855073249417,0.5331930116323724,385642.36855762877
72,1139.5749756393298,3525.25473263336,1.3472676533257273,99832.19050066143
78,3527.9376866761936,4538.87880069589,1.6212394338221,219807.14857396844
87,2871.6072336045095,2512.222270387986,1.1669378600923141,177146.03192432757
62,1377.8688601862941,2466.29687487664,1.9174040680480946,88198.3423148453
40,5313.340809230837,4030.4143340820287,1.7357157828205265,302455.98682582885
85,2635.5096390534086,919.8403496453459,1.457232598230246,146900.2169055189
80,7687.733856682421,2843.933164856986,0.5936377755237701,409969.14193275967
82,8631.350953870136,4263.729060340515,1.4785193713747073,479996.6853996557
53,5910.26664402233,4235.86653381307,1.8673694018783284,334113.9638341758
24,9835.366082690274,4802.59785354066,1.0691680803214272,536377.6654951888
26,5054.307143235358,3642.226670887459,1.7571987884080416,292698.308298109
89,5620.31389202424,1434.9678324787776,0.9697417142932685,291497.81452544575
60,9902.95978561975,591.2614170256137,1.3551549373209542,499959.61271078227
41,3083.9359236854393,2657.3710938219588,1.4726366275561735,183038.9275764502
29,9482.913457092147,2811.6673953015,1.5169925563383424,501302.7166731033
15,1385.5379960720193,1581.1816302451916,1.8238239716965223,82640.58888714327
45,5017.482012368753,1061.1385120562145,0.8519334005094231,255619.73288920504
65,1630.031609197592,3137.9367478572904,0.893554377933462,120306.30185379762
89,7563.112686222787,3939.150533108636,1.5560614899661052,426038.9131492953
71,6475.68042292016,4969.1934661557225,0.7657907187260571,375275.7922656709
9,7359.708371208368,3912.361777447333,1.1964056074459406,406187.7317116489
88,4370.323599712153,4071.3458641501143,0.5300515761158227,258449.79014719295
1,4325.337406282422,3274.073952029589,0.7114690054851711,253310.868176195
8,1407.8735106480515,4936.651965365079,1.5182695775432922,125222.75922978173
88,4149.504455766758,3379.803733015567,1.621192405222631,238896.73432527637
63,9363.595620358536,4371.1397887986695,0.6729785498568153,517398.815484551
11,4413.038834624041,4756.030908084301,0.8415643256167955,271456.0085979153
81,8482.30935599773,4684.363252252524,0.6483566698055767,476374.89036521595
8,8580.929542749407,2216.369047025104,1.150119265887675,443431.3067355271
35,4359.170407413105,853.9792624141639,0.6891741061169498,224540.13046527538
35,6687.898123565701,1273.4316614266108,1.155944025750335,346495.9045132109
33,1858.3444204575276,766.5048742847337,1.5981473837016975,98557.13076040498
5,1933.1072266084884,974.2862067311302,1.5250829497151261,116289.85495836579
41,1437.9189729554198,1330.9306065216392,0.9206907302777678,83340.0546734586
28,6229.135840375985,2034.924424643308,1.5106438238703987,334450.127131181
7,4834.638798634873,2945.928409587841,1.8915681963493653,272333.7372455131
73,5932.291209978161,3702.569267097887,1.0212865806273732,332393.37449788617
72,5689.658714575491,1449.1730124793037,0.9936787305464099,295630.2004616469
12,4151.826919816573,3526.350819071627,1.3571579772230262,253405.52843799564
34,7097.260733411256,3669.1658352608883,0.8682527165412077,390618.9839250691
33,7826.516928247516,3013.8005158978526,1.477368391970378,426137.24816185667
48,1131.6543298990814,4566.280414094197,1.7483926560087215,102546.95750234384
23,2865.1806979199046,999.476662648148,1.188977757647948,151197.98876609057
62,7419.122812750032,1297.0465592108876,1.5192609873925735,384771.9163143645
88,4479.581553704507,2428.991709752682,1.477828135824493,250105.12899313204
37,6962.355522474473,1070.2073085540749,0.5579983427713843,356583.52028730174
99,4122.663937611025,3048.3326467583934,0.7751244427636645,232948.44514586296
44,4516.796370966734,2292.80209974241,1.840295002727195,251516.7685913283
86,2428.1098632071644,1780.681075411633,1.908338221047529,140175.80788353286
91,3324.0791769954403,1264.9541585793677,1.6706594598667661,175927.34325926998
35,6448.705817568285,2009.0220725669465,1.881872222491542,338209.709324795
